page_name,Sum of impressions,Sum of spend,delivery_by_region,ad_creative_bodies,ad_creative_link_captions,ad_creative_link_descriptions,ad_creative_link_titles,byline,performance
Kamala Harris,1405000,15100,Michigan,This is a close election and every vote matters. Don’t sit on the sidelines.,iwillvote.com,,"When we vote, we win",HARRIS FOR PRESIDENT,93.04635762
Kamala Harris,650000,7000,Michigan,"As a former prosecutor, Attorney General, Senator, and Vice President, Kamala Harris has always fought for the people. She’s the only candidate fit to lead our nation.",www.kamalaharris.com,,,HARRIS FOR PRESIDENT,92.85714286
Kamala Harris,390000,4200,Michigan,"Trump’s proud to have overturned Roe v. Wade, unleashing abortion bans across the country. He calls these cruel bans that are denying care to women like Kaitlyn, “a beautiful thing to watch.”",kamalaharris.com,,,HARRIS FOR PRESIDENT,92.85714286
Kamala Harris,1865000,20100,Michigan,"Families are working hard to make ends meet, while large corporations have been raking in record profits. That’s why Kamala Harris has a plan to go after bad actors who rip off consumers and bring down costs.",kamalaharris.com,,Kamala Harris will lower costs,HARRIS FOR PRESIDENT,92.78606965
Kamala Harris,1750000,19000,Michigan,Kamala Harris will not take a single voter for granted – she’s working every day to earn the vote.,kamalaharris.com,,Kamala Harris is working to earn everyone’s vote,HARRIS FOR PRESIDENT,92.10526316
Kamala Harris,1150000,12500,Michigan,Trump wants to end the Affordable Care Act and has NO plan to replace it.,kamalaharris.com,,,HARRIS FOR PRESIDENT,92
Kamala Harris,748000,8149.5,Michigan,"Kamala Harris grew up in a middle class home, the daughter of a working mom. We can count on her to fight for the middle class every day.",kamalaharris.com,,,HARRIS FOR PRESIDENT,91.78477207
Kamala Harris,32000,349.5,Michigan,Vice President Harris believes that working families deserve a break. That’s why her plans will cut taxes for more than 100 million working and middle class Americans.,kamalaharris.com,,,HARRIS FOR PRESIDENT,91.55937053
Kamala Harris,1425000,15600,Michigan,"Trump is determined to end the Affordable Care Act, which would rip away health care from millions of Americans. That would be catastrophic for our communities.",kamalaharris.com,,Trump wants to end the ACA,HARRIS FOR PRESIDENT,91.34615385
Kamala Harris,228000,2499,Michigan,Nobody should have to go to jail for smoking weed. Kamala Harris will legalize marijuana and end the over-incarceration for minor marijuana charges.,kamalaharris.com,,,HARRIS FOR PRESIDENT,91.2364946
Kamala Harris,1620999,17799,Michigan,Kamala Harris will hold greedy corporations accountable for raising costs and hurting the middle class.,kamalaharris.com,,,HARRIS FOR PRESIDENT,91.07247598
Kamala Harris,2186000,24249.5,Michigan,"Kamala Harris grew up in a middle class home, the daughter of a working mom. We can count on her to fight for the middle class every day.",kamalaharris.com,,Trump is out for himself,HARRIS FOR PRESIDENT,90.14618858
Kamala Harris,225000,2500,Michigan,"“If Medicare started covering in-home health care like Kamala Harris wants to do, that would absolutely change my life. And my mom’s.” Watch this:",kamalaharris.com,,This would change lives,HARRIS FOR PRESIDENT,90
Kamala Harris,1990000,22200,Michigan,"Trump’s Project 2025 agenda would give him complete, total power.",kamalaharris.com,,We must defeat Project 2025,HARRIS FOR PRESIDENT,89.63963964
Kamala Harris,250000,2800,Michigan,Don’t be like this guy. Make a plan to vote today.,iwillvote.com,,Make a plan to vote today →,HARRIS FOR PRESIDENT,89.28571429
Kamala Harris,1330000,15000,Michigan,"Trump’s Project 2025 agenda would “increase the price of everyday necessities, making it difficult for AA/PI working families to meet their basic needs.”",stopaapihate.org,"From the deportation of immigrants to the full-scale attack on our civil rights, here’s a rundown Project 2025 and why it is so dangerous for AA/PI communities.",Project 2025: An Existential Threat to Asian Americans & Pacific Islanders,HARRIS FOR PRESIDENT,88.66666667
Kamala Harris,750000,8500,Michigan,"As a former prosecutor, Attorney General, Senator, and Vice President, Kamala Harris has always fought for the people. She’s the only candidate fit to lead our nation.",kamalaharris.com,,We can trust Kamala Harris,HARRIS FOR PRESIDENT,88.23529412
Kamala Harris,275998,3140.5,Michigan,"For years, Donald Trump has done nothing but incite hate and violence. Vice President Harris is combating the hate head-on and fighting to protect our communities.",kamalaharris.com,,Trump’s hate must be defeated,HARRIS FOR PRESIDENT,87.88345805
Kamala Harris,1435493.5,16335.5,Michigan,Kamala Harris is fighting for our future. Make a plan to vote.,iwillvote.com,,,HARRIS FOR PRESIDENT,87.87570016
Kamala Harris,70000,800,Michigan,Donald Trump said it himself: He doesn’t care about you. He has no plan to help the middle class. Kamala Harris is ready to invest in the American people and build up the middle class.,kamalaharris.com,,,HARRIS FOR PRESIDENT,87.5
Kamala Harris,875000,10000,Michigan,Trump has made it clear: He has no respect for autoworkers.,kamalaharris.com,,,HARRIS FOR PRESIDENT,87.5
Kamala Harris,1460000,16798,Michigan,"Kamala Harris has a plan to lower costs. A Harris presidency will make it easier to buy a house, afford groceries, and pay the bills. Among her plans is to give $25k to first-time homebuyers so they can get their foot in the door.",kamalaharris.com,,,HARRIS FOR PRESIDENT,86.91510894
Kamala Harris,1520000,17500,Michigan,Vice President Harris has made it clear: she will not be silent about the human suffering occurring in Gaza.,kamalaharris.com,,,HARRIS FOR PRESIDENT,86.85714286
Kamala Harris,130000,1500,Michigan,"“If Medicare started covering in-home health care like Kamala Harris wants to do, that would absolutely change my life. And my mom’s.” Watch this:",kamalaharris.com,,,HARRIS FOR PRESIDENT,86.66666667
Kamala Harris,1808000,20898,Michigan,Kamala Harris is the candidate who is going to fight for the middle class.,kamalaharris.com,,,HARRIS FOR PRESIDENT,86.51545602
Kamala Harris,101998,1197,Michigan,Our democracy is under attack – but we have the chance to save it by electing Kamala Harris.,kamalaharris.com,,VP Harris will preserve democracy,HARRIS FOR PRESIDENT,85.21136174
Kamala Harris,4710000,55400,Michigan,"Donald Trump’s Project 2025 agenda could effectively ban IVF – preventing families, like Yesenia and her husband, from their chance to have a child.",kamalaharris.com,,,HARRIS FOR PRESIDENT,85.01805054
Kamala Harris,85000,1000,Michigan,"Project 2025 facts: Jeopardize overtime pay, ban abortion nationwide, and give Trump virtually unchecked power.",www.kamalaharris.com,,Defeat Project 2025,HARRIS FOR PRESIDENT,85
Kamala Harris,2625000,31000,Michigan,More than one in three women of reproductive age live in a state with a Trump Abortion Ban. Kamala Harris is fighting for EVERY woman in America to have  access to reproductive health care.,kamalaharris.com,,Kamala Harris is fighting to restore reproductive freedom,HARRIS FOR PRESIDENT,84.67741935
Kamala Harris,635000,7500,Michigan,Trump wants to end the Affordable Care Act and has NO plan to replace it.,kamalaharris.com,,Trump has no plan,HARRIS FOR PRESIDENT,84.66666667
Kamala Harris,29499.5,348.5,Michigan,Kamala Harris is charting a New Way Forward! Vote Harris-Walz by Nov 5.,iwillvote.com,,Elect Harris-Walz,HARRIS FOR PRESIDENT,84.64705882
Kamala Harris,3195000,37800,Michigan,Kamala Harris has always honored her mother’s legacy – and been a fearless fighter for the people. That’s a record she’ll continue as President.,kamalaharris.com,,VP Harris fights for us,HARRIS FOR PRESIDENT,84.52380952
Kamala Harris,25000,299,Michigan,Have you heard of Project 2025? It’s Trump’s plan to give himself total control to do whatever he wants.,kamalaharris.com,,,HARRIS FOR PRESIDENT,83.61204013
Kamala Harris,500000,6000,Michigan,Kamala Harris will invest in entrepreneurship and small businesses because she knows that small businesses are the backbones of our communities.,kamalaharris.com,,,HARRIS FOR PRESIDENT,83.33333333
Kamala Harris,125000,1500,Michigan,Trump’s Project 2025 agenda makes it clear – he will ban abortion nationwide.,kamalaharris.com,,Reproductive freedom is on the ballot,HARRIS FOR PRESIDENT,83.33333333
Kamala Harris,1830000,22000,Michigan,Vice President Harris knows firsthand what it's like to grow up in a middle class family. That's why she's fighting to lower costs and build up our middle class.,kamalaharris.com,,Kamala Harris is fighting for you,HARRIS FOR PRESIDENT,83.18181818
Kamala Harris,133000,1599,Michigan,,stopaapihate.org,,,HARRIS FOR PRESIDENT,83.17698562
Kamala Harris,790000,9500,Michigan,Hear why conservatives are voting for Kamala Harris.,kamalaharris.com,,,HARRIS FOR PRESIDENT,83.15789474
Kamala Harris,2983995,35889,Michigan,Kamala Harris is fighting for our future. Make a plan to vote.,iwillvote.com,,Show up and vote by Nov. 5,HARRIS FOR PRESIDENT,83.1451141
Kamala Harris,2850000,34300,Michigan,It’s true: Trump’s Project 2025 agenda would ban abortion nationwide and give Trump unchecked power.,kamalaharris.com,,,HARRIS FOR PRESIDENT,83.09037901
Kamala Harris,286000,3449.5,Michigan,"While Donald Trump killed the bipartisan border bill, Kamala Harris has a plan to secure our border while providing an earned pathway for citizenship.",kamalaharris.com,,Kamala Harris’ border strategy:,HARRIS FOR PRESIDENT,82.91056675
Kamala Harris,2920000,35500,Michigan,"Unlike Donald Trump, Vice President Harris has a plan to lower the costs of everyday needs like health care, housing, and groceries.",kamalaharris.com,,,HARRIS FOR PRESIDENT,82.25352113
Kamala Harris,78000,949.5,Michigan,Trump’s Project 2025 agenda would ban abortion nationwide and punish women and their doctors.,kamalaharris.com,,Trump wants to punish women,HARRIS FOR PRESIDENT,82.14849921
Kamala Harris,3700499.5,45049.5,Michigan,Donald Trump has made his anti-reproductive freedom agenda clear: he has said that women who have an abortion should face “punishment.” Kamala Harris is fighting for reproductive freedom.,kamalaharris.com,,,HARRIS FOR PRESIDENT,82.14296496
Kamala Harris,205000,2500,Michigan,"Kamala Harris has stood up for what is right her entire life:
✔️ Prosecutor
✔️ Attorney General
✔️ Senator
✔️ Vice President
🔜 President",kamalaharris.com,,,HARRIS FOR PRESIDENT,82
Kamala Harris,1839000,22548.5,Michigan,"Trump wants to get rid of the ACA, while Kamala Harris is fighting to ensure everyone has access to affordable health care.",kamalaharris.com,,,HARRIS FOR PRESIDENT,81.55753154
Kamala Harris,2114000,26349.5,Michigan,"Senator Sanders knows: Kamala Harris will fight for working families. She’ll bring down the cost of housing, expand the child tax credit, and have Medicare cover the cost of at-home care.",kamalaharris.com,,Let’s protect working families,HARRIS FOR PRESIDENT,80.22922636
Kamala Harris,1797000,22399,Michigan,"Our democracy is on the line, and Kamala Harris is the only candidate we can trust to protect it.",kamalaharris.com,,,HARRIS FOR PRESIDENT,80.22679584
Kamala Harris,804000,10049.5,Michigan,"Your vote is more important than ever, and your early voting site is just a click away >>",iwillvote.com,Be a voter. Find everything you need to vote in your state's next election.,I Will Vote,HARRIS FOR PRESIDENT,80.0039803
Kamala Harris,8000,100,Michigan,"Project 2025 is a detailed manual for Donald Trump if he gets a second term. It will make him more effective at stripping away our freedoms, consolidating power, and having more control over our daily lives.",kamalaharris.com,,,HARRIS FOR PRESIDENT,80
Kamala Harris,825000,10347.5,Michigan,Trump is only out for himself. Vice President Harris fights for the American people.,kamalaharris.com,,Trump is out for himself,HARRIS FOR PRESIDENT,79.72940324
Kamala Harris,139000,1749.5,Michigan,"First, Trump bragged about overturning Roe v. Wade, unleashing dangerous and cruel abortion bans across the country. Now, he’s running to enact his extreme Project 2025 agenda, ban abortion nationwide, restrict access to birth control, and criminalize doctors.",kamalaharris.com,,Trump wants to ban abortion nationwide,HARRIS FOR PRESIDENT,79.45127179
Kamala Harris,334000,4249.5,Michigan,"As President, Kamala Harris will cut taxes for the middle class. Donald Trump would give tax handouts to the ultra-wealthy, while leaving middle-class families to foot the bill.",kamalaharris.com,,Kamala Harris will fight for you,HARRIS FOR PRESIDENT,78.59748206
Kamala Harris,110000,1400,Michigan,"Republicans, national security experts, and former Congresswoman Liz Cheney all agree: Kamala Harris is the only candidate fit to lead our nation.",kamalaharris.com,,,HARRIS FOR PRESIDENT,78.57142857
Kamala Harris,333000,4248.5,Michigan,"This election is a choice between two candidates: Donald Trump, a convicted felon looking out for himself, and Kamala Harris, a fearless fighter for the people who has spent her career standing up to crooks and cronies just like him.",kamalaharris.com,,Don’t let convicted criminal Trump return to office,HARRIS FOR PRESIDENT,78.38060492
Kamala Harris,50499.5,647.5,Michigan,,www.nytimes.com,,,HARRIS FOR PRESIDENT,77.99150579
Kamala Harris,560000,7200,Michigan,Donald Trump only ever fights for himself. Kamala Harris always fights for the people.,kamalaharris.com,,,HARRIS FOR PRESIDENT,77.77777778
Kamala Harris,870987,11228.5,Michigan,We need you in this fight. We can turn the page on Donald Trump - together. Now let’s go out there and vote.,iwillvote.com,,,HARRIS FOR PRESIDENT,77.56931024
Kamala Harris,3525000,45500,Michigan,,kamalaharris.com,,Trump wants to punish women,HARRIS FOR PRESIDENT,77.47252747
Kamala Harris,115000,1500,Michigan,"As President, we can count on Kamala Harris to continue fighting for middle class families, just like she has her entire career.",kamalaharris.com,,,HARRIS FOR PRESIDENT,76.66666667
Kamala Harris,103000,1349.5,Michigan,"Donald Trump said it best: He doesn’t care about you. Meanwhile, Vice President Harris has always fought for middle class families.",kamalaharris.com,,Trump doesn’t care about you,HARRIS FOR PRESIDENT,76.32456465
Kamala Harris,290000,3800,Michigan,Nobody should have to go to jail for smoking weed. Kamala Harris will legalize marijuana and end the over-incarceration for minor marijuana charges.,kamalaharris.com,,Harris will legalize marijuana,HARRIS FOR PRESIDENT,76.31578947
Kamala Harris,1140498.5,14945.5,Michigan,"When we vote, we win.",iwillvote.com,,Vote,HARRIS FOR PRESIDENT,76.3104948
Kamala Harris,160000,2100,Michigan,"Kamala Harris has spent her career taking on predators, fraudsters, and cheaters. She knows Donald Trump’s type.",kamalaharris.com,,,HARRIS FOR PRESIDENT,76.19047619
Kamala Harris,1005999,13299,Michigan,"Do you want tax cuts for working families, a plan to lower the cost of housing, and a crackdown on corporate price gouging? Then you’re going to like Kamala Harris’s plans.",kamalaharris.com,,Kamala Harris’s Plan to Lower Costs,HARRIS FOR PRESIDENT,75.64471013
Kamala Harris,590000,7800,Michigan,"Vice President Harris has spent her entire career fighting for the people. As a prosecutor, she stood up for women and children by going after those who committed sexual abuse.",kamalaharris.com,,,HARRIS FOR PRESIDENT,75.64102564
Kamala Harris,605000,8000,Michigan,"Like so many of us, Vice President Harris knows what it’s like to scrape by. That’s why her plan to lower costs will deliver savings to over 100 million Americans.",kamalaharris.com,,,HARRIS FOR PRESIDENT,75.625
Kamala Harris,15000,199,Michigan,"Kamala Harris will be a president for all Americans, regardless of political party.",kamalaharris.com,,President for All Americans,HARRIS FOR PRESIDENT,75.37688442
Kamala Harris,561000,7447.5,Michigan,"Donald Trump is a felon who wants to take our country backwards. Kamala Harris is fighting for a future where everyone has the opportunity to not just get by, but to get ahead.",kamalaharris.com,,A criminal shouldn't be the President of the United States,HARRIS FOR PRESIDENT,75.32729104
Kamala Harris,30000,400,Michigan,"It’s clear Donald Trump doesn’t have a plan for you. But I do. As president, I will cut taxes for 100 million Americans.",kamalaharris.com,,Trump doesn’t care about you,HARRIS FOR PRESIDENT,75
Kamala Harris,750000,10000,Michigan,J.D. Vance wants to ban abortion nationwide. See for yourself →,kamalaharris.com,,Hear his own words,HARRIS FOR PRESIDENT,75
Kamala Harris,646995,8639.5,Michigan,"We’re taking our fight for freedom to the ballot box. When we vote, we win!",iwillvote.com,,The power is with the people. Vote!,HARRIS FOR PRESIDENT,74.88801435
Kamala Harris,399999,5348.5,Michigan,Kamala Harris will crack down on corporations that illegally raise the price of food and groceries to pad their  profits at your expense.,kamalaharris.com,,Kamala Harris will crack down on price gouging for food,HARRIS FOR PRESIDENT,74.78713658
Kamala Harris,26000,349.5,Michigan,Kamala Harris is the leader we need – one who gets to work for the American people.,kamalaharris.com,,,HARRIS FOR PRESIDENT,74.39198856
Kamala Harris,471000,6347.5,Michigan,"We need a president who will lead our country forward and fight for Americans. We need a president like Vice President Kamala Harris, not a criminal like Donald Trump.",kamalaharris.com,,This election is a choice,HARRIS FOR PRESIDENT,74.20244191
Kamala Harris,3145999,42999,Michigan,This is what Donald Trump is plotting for his second term. Read all about it in Project 2025.,kamalaharris.com,,Stop Project 2025,HARRIS FOR PRESIDENT,73.16446894
Kamala Harris,80000,1100,Michigan,"Going up against transnational gangs, drug cartels, and human traffickers, Kamala Harris has a strong record. She knows what it takes to secure our border.",kamalaharris.com,,,HARRIS FOR PRESIDENT,72.72727273
Kamala Harris,1525000,21000,Michigan,"Kamala Harris has always been a fearless fighter for the people. And as president, she’ll continue the fight for everyday Americans.",kamalaharris.com,,,HARRIS FOR PRESIDENT,72.61904762
Kamala Harris,169995,2341.5,Michigan,"Donald Trump thinks he can get away with his Project 2025 agenda, but the power is with us. We are going to vote and win!",iwillvote.com,,,HARRIS FOR PRESIDENT,72.60089686
Kamala Harris,1050000,14500,Michigan,Kamala Harris has a record of making our communities safer and fighting to secure our border.,kamalaharris.com,,,HARRIS FOR PRESIDENT,72.4137931
Kamala Harris,92455941,1282064.5,Michigan,,kamalaharris.com,,,HARRIS FOR PRESIDENT,72.11489048
Kamala Harris,115000,1600,Michigan,"Kamala Harris has a record of making our communities safer. Now, she’s dedicated to securing our border.",kamalaharris.com,,,HARRIS FOR PRESIDENT,71.875
Kamala Harris,413000,5749.5,Michigan,Trump’s extreme Project 2025 agenda calls for a nationwide abortion ban. We can’t let his all-out assault on our rights continue.,kamalaharris.com,,Trump will roll back our rights,HARRIS FOR PRESIDENT,71.83233325
Kamala Harris,5965000,83100,Michigan,"Donald Trump’s Project 2025 agenda could effectively ban IVF – preventing families, like Yesenia and her husband, from their chance to have a child.",kamalaharris.com,,Trump’s agenda threatens IVF,HARRIS FOR PRESIDENT,71.78098676
Kamala Harris,540495.5,7542.5,Michigan,It’s time to get off the sidelines. Get out there and vote.,iwillvote.com,,Vote.,HARRIS FOR PRESIDENT,71.65999337
Kamala Harris,2400000,33500,Michigan,"Trump’s Project 2025 agenda would take us backwards, stripping away our rights and giving him unchecked power over our lives.",kamalaharris.com,,,HARRIS FOR PRESIDENT,71.64179104
Kamala Harris,1575000,22000,Michigan,"Justice. Equality. Standing up for your community. These were the values instilled in Vice President Harris at a young age, and she will bring those values to the Oval Office.",kamalaharris.com,,,HARRIS FOR PRESIDENT,71.59090909
Kamala Harris,4200000,58800,Michigan,It’s true: Trump’s Project 2025 agenda would ban abortion nationwide and give Trump unchecked power.,kamalaharris.com,,Trump wants total control,HARRIS FOR PRESIDENT,71.42857143
Kamala Harris,313999,4397,Michigan,Donald Trump wants to take our country backward – and his extreme Project 2025 is his blueprint to do it.,kamalaharris.com,,Can you believe they put it in writing?,HARRIS FOR PRESIDENT,71.41209916
Kamala Harris,49499.5,698,Michigan,,www.townandcountrymag.com,,,HARRIS FOR PRESIDENT,70.91618911
Kamala Harris,753999,10698,Michigan,Don’t be one of those people. Get out there and vote.,iwillvote.com,,Don’t let it happen to you,HARRIS FOR PRESIDENT,70.48037016
Kamala Harris,3975499.5,56549.5,Michigan,Donald Trump has made his anti-reproductive freedom agenda clear: he has said that women who have an abortion should face “punishment.” Kamala Harris is fighting for reproductive freedom.,kamalaharris.com,,Trump would punish women,HARRIS FOR PRESIDENT,70.30123166
Kamala Harris,674499.5,9596,Michigan,,kamalaharris.com,"BUILD AN OPPORTUNITY ECONOMY AND LOWER COSTS FOR FAMILIES Vice President Harris grew up in a middle class home as the daughter of a working mom. She believes that when the middle class is strong, America is strong. That’s why as President, Kamala Harris will create an Opportunity Economy where eve...",Issues - Kamala Harris for President: Official Campaign Website,HARRIS FOR PRESIDENT,70.28965194
Kamala Harris,1288499.5,18348.5,Michigan,"Kamala Harris will increase the supply of affordable housing and provide $25,000 to ease the burden for first-time homebuyers.",kamalaharris.com,,Kamala Harris Is Fighting For Homeowners,HARRIS FOR PRESIDENT,70.22369676
Kamala Harris,725499.5,10349.5,Michigan,Kamala Harris has a plan that will help small businesses get their start and grow.,kamalaharris.com,,How Kamala Harris will help small businesses,HARRIS FOR PRESIDENT,70.09995652
Kamala Harris,70000,1000,Michigan,"Former Trump staffers know exactly what will happen if Trump is reelected: he’ll enact his extreme, Project 2025 agenda. We can’t let that happen.",www.kamalaharris.com,,,HARRIS FOR PRESIDENT,70
Kamala Harris,3580000,51700,Michigan,"As President, we can always count on Kamala Harris to fight for middle class families, just like she has her entire career.",kamalaharris.com,,Harris will stand up for our families,HARRIS FOR PRESIDENT,69.24564797
Kamala Harris,624994,9087,Michigan,We need you in this fight. We can turn the page on Donald Trump - together. Now let’s go out there and vote.,iwillvote.com,,"When we fight, we win",HARRIS FOR PRESIDENT,68.77891493
Kamala Harris,3046000,44599,Michigan,"Kamala Harris has always been a fearless fighter for the people:
✔️ Put murderers and abusers behind bars when she was a prosecutor
✔️ Won $20 billion for American homeowners when she took on big banks as CA Attorney General
✔️ Capped the cost of insulin to $35 for seniors when she stood up to Big Pharma as Vice President",kamalaharris.com,,We are not going back,HARRIS FOR PRESIDENT,68.29749546
Kamala Harris,3040499.5,44549.5,Michigan,Kamala Harris has a plan that will help small businesses get their start and grow.,kamalaharris.com,,,HARRIS FOR PRESIDENT,68.24991302
Kamala Harris,1500000,22000,Michigan,Kamala Harris will invest in entrepreneurship and small businesses because she knows that small businesses are the backbones of our communities.,kamalaharris.com,,She’s got the policies.,HARRIS FOR PRESIDENT,68.18181818
Kamala Harris,177000,2598,Michigan,"Donald Trump overturned Roe v. Wade, and now, his extreme Project 2025 agenda calls for a national abortion ban. We are not going to let that happen.",kamalaharris.com,,Reproductive freedom is at stake,HARRIS FOR PRESIDENT,68.12933025
Kamala Harris,2237000,32849.5,Michigan,Donald Trump is only fighting for himself and his billionaire friends. Vice President Harris is fighting for the middle class.,kamalaharris.com,,,HARRIS FOR PRESIDENT,68.09844899
Kamala Harris,810000,11900,Michigan,"Donald Trump was found guilty of 34 felonies by an independent jury of his peers. We need a president who upholds the rule of law, not one who breaks it for his own gain.,Donald Trump was found guilty of 34 felonies by an independent jury of his peers. We need a president who upholds the rule of law, not one who breaks it for his own gain.",kamalaharris.com,,"Donald Trump is unfit for office,Donald Trump is unfit for office",HARRIS FOR PRESIDENT,68.06722689
Kamala Harris,2895000,42800,Michigan,Vice President Harris is fighting for reproductive freedom.,kamalaharris.com,,America deserves a brighter future,HARRIS FOR PRESIDENT,67.64018692
Kamala Harris,3050000,45549.5,Michigan,Donald Trump has said that women who have an abortion should face “punishment.” But Kamala Harris? She will restore and protect our reproductive freedom.,kamalaharris.com,,Trump wants to punish women,HARRIS FOR PRESIDENT,66.96012031
Kamala Harris,790000,11800,Michigan,"My running mate, Tim Walz, said it perfectly: “We trust women. We trust doctors.”",kamalaharris.com,,,HARRIS FOR PRESIDENT,66.94915254
Kamala Harris,139499.5,2098,Michigan,"It’s no secret corporations have taken advantage of hardworking Americans. While Trump would support billionaires and wealthy corporations, Kamala Harris will work for YOU and your family.",kamalaharris.com,,,HARRIS FOR PRESIDENT,66.49165872
Kamala Harris,139498.5,2098,Michigan,Vice President Kamala Harris is ready to move our country forwards. Donald Trump is a criminal who wants to take our country backwards.,kamalaharris.com,,VP Harris fights for justice,HARRIS FOR PRESIDENT,66.49118208
Kamala Harris,909499.5,13699,Michigan,A former Trump staffer and Homeland Security expert knows the truth: Kamala Harris’ plan will strengthen our border and put our country first.,kamalaharris.com,,,HARRIS FOR PRESIDENT,66.39167092
Kamala Harris,555000,8400,Michigan,Donald Trump only ever fights for himself. Kamala Harris always fights for the people.,kamalaharris.com,,Let’s turn the page on Trump,HARRIS FOR PRESIDENT,66.07142857
Kamala Harris,162998,2495,Michigan,Vote for Kamala Harris to build a brighter future for all of us.,iwillvote.com,,,HARRIS FOR PRESIDENT,65.32985972
Kamala Harris,1850000,28500,Michigan,"Donald Trump was found guilty of 34 felonies by an independent jury of his peers. We need a president who upholds the rule of law, not one who breaks it for his own gain.,Donald Trump was found guilty of 34 felonies by an independent jury of his peers. We need a president who upholds the rule of law, not one who breaks it for his own gain.",kamalaharris.com,,"Trump isn’t fighting for you. He’s only fighting for himself.,Trump isn’t fighting for you. He’s only fighting for himself.",HARRIS FOR PRESIDENT,64.9122807
Kamala Harris,22499.5,348.5,Michigan,,voyavotar.com,,,HARRIS FOR PRESIDENT,64.56097561
Kamala Harris,575000,9000,Michigan,"Vice President Harris and Governor Walz both come from the middle class, and they’re focused on making life better for the middle class. Donald Trump is focused on tax handouts for his billionaire friends and raising costs on hard working families.",kamalaharris.com,,,HARRIS FOR PRESIDENT,63.88888889
Kamala Harris,4075000,64000,Michigan,"Former Trump staffers know exactly what will happen if Trump is reelected: he’ll enact his extreme, Project 2025 agenda. We can’t let that happen.",kamalaharris.com,,Former Trump Staffers: Kamala Harris has our vote,HARRIS FOR PRESIDENT,63.671875
Kamala Harris,1680000,26598,Michigan,American women deserve better than Trump's anti-abortion agenda.,kamalaharris.com,,Trump Took Away Our Freedoms,HARRIS FOR PRESIDENT,63.16264381
Kamala Harris,145000,2300,Michigan,Kamala Harris stands for democracy.,kamalaharris.com,,Kamala Harris for the People,HARRIS FOR PRESIDENT,63.04347826
Kamala Harris,1235000,19600,Michigan,We won’t let Trump rip away our reproductive freedom.,kamalaharris.com,,Our future under Trump:,HARRIS FOR PRESIDENT,63.01020408
Kamala Harris,251000,3997,Michigan,"Because of Donald Trump, millions of women are currently living under extreme and dangerous abortion bans. If reelected, he will ban abortion in all 50 states.",kamalaharris.com,,Trump's Abortion Bans Harm Women,HARRIS FOR PRESIDENT,62.79709782
Kamala Harris,281498.5,4492,Michigan,"If elected, Donald Trump and his extreme MAGA allies will enact a nationwide abortion ban. We cannot let that happen.",kamalaharris.com,,Trump is determined to ban abortion nationwide,HARRIS FOR PRESIDENT,62.66662956
Kamala Harris,676000,10798,Michigan,"We believe in a future where everyone has the opportunity not just to get by, but to get ahead. Donald Trump believes in a future with tax breaks for billionaires.",kamalaharris.com,,"Kamala Harris is fighting for a future where every American can not only get by, but get ahead.",HARRIS FOR PRESIDENT,62.60418596
Kamala Harris,1010999,16199,Michigan,Donald Trump proudly brags about overturning Roe v. Wade and ripping away reproductive health care from millions of women across the country. Now he wants to ban abortion nationwide. We must prevent his extreme Project 2025 agenda from becoming a reality.,kamalaharris.com,,Trump wants to ban abortion,HARRIS FOR PRESIDENT,62.41119822
Kamala Harris,314999,5047.5,Michigan,"Project 2025 gives Trump the power to go after his enemies, ban abortion, and put our civil liberties at risk - all while the Supreme Court has granted Trump virtually unlimited immunity from crimes committed while in office.",kamalaharris.com,,Warning: Project 2025 Plans Leaked,HARRIS FOR PRESIDENT,62.40693413
Kamala Harris,799999,12848.5,Michigan,"Donald Trump's plan for our economy will raise costs on everyday goods like groceries, clothes, gas, medicine and more. The bill will come to nearly $4,000 a year. We need to call it what it is - Trump's tax on hardworking Americans.",kamalaharris.com,,A Trump Tax,HARRIS FOR PRESIDENT,62.26399969
Kamala Harris,635000,10200,Michigan,"Justice. Equality. Standing up for your community. These were the values instilled in Vice President Harris at a young age, and she will bring those values to the Oval Office.",kamalaharris.com,,"VP Harris, a fearless fighter for the people",HARRIS FOR PRESIDENT,62.25490196
Kamala Harris,280000,4500,Michigan,Kamala Harris is the only candidate fit to lead our nation – and national security experts agree.,kamalaharris.com,,Kamala Harris is fit to lead,HARRIS FOR PRESIDENT,62.22222222
Kamala Harris,230000,3700,Michigan,"Donald Trump appointed the Supreme Court Justices who overturned Roe. As a result, more than 20 states now have cruel Trump abortion bans in effect. Your right to reproductive freedom shouldn’t depend on where you live.",kamalaharris.com,,,HARRIS FOR PRESIDENT,62.16216216
Kamala Harris,360000,5800,Michigan,Fact check: True ✅ Vice President Harris will work to lower costs for the American people starting on day one.,kamalaharris.com,,VP Harris will lower costs,HARRIS FOR PRESIDENT,62.06896552
Kamala Harris,282000,4549.5,Michigan,"Kamala Harris is fearless – she prosecuted criminals and transnational gangs in the Attorney General’s office. Now, she’s ready to keep fighting for the people.",kamalaharris.com,,,HARRIS FOR PRESIDENT,61.9848335
Kamala Harris,729999,11795,Michigan,It’s time to get off the sidelines. Go vote.,iwillvote.com,,,HARRIS FOR PRESIDENT,61.89054684
