page_name,Sum of impressions,Sum of spend,delivery_by_region,ad_creative_bodies,ad_creative_link_captions,ad_creative_link_descriptions,ad_creative_link_titles,byline,performance
Kamala Harris,153499.5,1848.5,Nevada,Kamala Harris is fighting for a better future. Donald Trump is fighting for himself.,kamalaharris.com,,We are not going back,HARRIS FOR PRESIDENT,83.04003246
Kamala Harris,807996,9741.5,Nevada,Kamala Harris is fighting for our future. Make a plan to vote.,iwillvote.com,,Show up and vote by Nov. 5,HARRIS FOR PRESIDENT,82.9436945
Kamala Harris,405499.5,4949.5,Nevada,Donald Trump has made his anti-reproductive freedom agenda clear: he has said that women who have an abortion should face “punishment.” Kamala Harris is fighting for reproductive freedom.,kamalaharris.com,,Trump would punish women,HARRIS FOR PRESIDENT,81.9273664
Kamala Harris,232498.5,2848.5,Nevada,Kamala Harris will hold greedy corporations accountable for raising costs and hurting the middle class.,kamalaharris.com,,,HARRIS FOR PRESIDENT,81.62137967
Kamala Harris,1140000,14000,Nevada,Take it from Mark Cuban: Kamala Harris’ economic plan will support businesses and startup,kamalaharris.com,,Mark Cuban supports Kamala Harris,HARRIS FOR PRESIDENT,81.42857143
Kamala Harris,325000,4000,Nevada,"Donald Trump se enorgullece de ser responsable de la decisión de la Corte Suprema de anular a Roe v. Wade, quitando la libertad reproductiva a millones de mujeres en todo el país.",kamalaharris.com,,,HARRIS FOR PRESIDENT,81.25
Kamala Harris,150000,1849.5,Nevada,Trump wants to end the Affordable Care Act and has NO plan to replace it.,kamalaharris.com,,,HARRIS FOR PRESIDENT,81.10300081
Kamala Harris,1863000,23049.5,Nevada,Kamala Harris took on Big Pharma's price gouging and won. Our elders can count on her leadership in the White House.,kamalaharris.com,"Together, we can finish the job for the American people. Are you with us? Join our campaign to elect Kamala Harris today!",Cutting costs for seniors,HARRIS FOR PRESIDENT,80.82604829
Kamala Harris,8000,99,Nevada,"It’s clear Donald Trump doesn’t have a plan for you. But I do. As president, I will cut taxes for 100 million Americans.",kamalaharris.com,,,HARRIS FOR PRESIDENT,80.80808081
Kamala Harris,4000,49.5,Nevada,This grandma supports Kamala Harris 🗳️,kamalaharris.com,,,HARRIS FOR PRESIDENT,80.80808081
Kamala Harris,136499.5,1699,Nevada,Kamala Harris has a plan that will help small businesses get their start and grow.,kamalaharris.com,,How Kamala Harris will help small businesses,HARRIS FOR PRESIDENT,80.34108299
Kamala Harris,662000,8249.5,Nevada,Donald Trump has said that women who have an abortion should face “punishment.” But Kamala Harris? She will restore and protect our reproductive freedom.,kamalaharris.com,,Trump wants to punish women,HARRIS FOR PRESIDENT,80.24728771
Kamala Harris,107999,1347.5,Nevada,Our democracy is under attack – but we have the chance to save it by electing Kamala Harris.,kamalaharris.com,,VP Harris will preserve democracy,HARRIS FOR PRESIDENT,80.14768089
Kamala Harris,16000,200,Nevada,Donald Trump calls us a nation in decline. Let’s turn the page and chart a new way forward.,kamalaharris.com,,,HARRIS FOR PRESIDENT,80
Kamala Harris,644000,8099,Nevada,,www.nbcnews.com,,,HARRIS FOR PRESIDENT,79.51598963
Kamala Harris,1187000,14949.5,Nevada,"Donald Trump’s Project 2025 agenda could effectively ban IVF – preventing families, like Yesenia and her husband, from their chance to have a child.",kamalaharris.com,,Trump’s agenda threatens IVF,HARRIS FOR PRESIDENT,79.40064885
Kamala Harris,237496.5,2994,Nevada,"We’re taking our fight for freedom to the ballot box. When we vote, we win!",iwillvote.com,,The power is with the people. Vote!,HARRIS FOR PRESIDENT,79.3241483
Kamala Harris,193000,2449.5,Nevada,"After a violation of their bodies, survivors of rape and incest are being told they cannot make decisions about what happens to them next—all because of Trump Abortion Bans.",kamalaharris.com,,Trump took away reproductive freedom,HARRIS FOR PRESIDENT,78.79159012
Kamala Harris,1850000,23500,Nevada,"Raised by a working mom in a middle class neighborhood, Vice President Harris will always be a fearless fighter for the people.",kamalaharris.com,,,HARRIS FOR PRESIDENT,78.72340426
Kamala Harris,560000,7200,Nevada,Vice President Harris has a record of fighting for the people.,kamalaharris.com,,,HARRIS FOR PRESIDENT,77.77777778
Kamala Harris,316498.5,4093,Nevada,The former president incites hate. We are working to combat hate.,kamalaharris.com,"Together, we can finish the job for the American people. Are you with us? Join our campaign to elect Kamala Harris today!",Reject hate,HARRIS FOR PRESIDENT,77.32677742
Kamala Harris,2550000,33000,Nevada,Kamala Harris has always honored her mother’s legacy – and been a fearless fighter for the people. That’s a record she’ll continue as President.,kamalaharris.com,,VP Harris fights for us,HARRIS FOR PRESIDENT,77.27272727
Kamala Harris,50000,649.5,Nevada,"Donald Trump appointed the Supreme Court Justices who overturned Roe. As a result, more than 20 states now have cruel Trump abortion bans in effect. Your right to reproductive freedom shouldn’t depend on where you live.",kamalaharris.com,,,HARRIS FOR PRESIDENT,76.98229407
Kamala Harris,686000,8949.5,Nevada,"Unlike Donald Trump, Vice President Harris has a plan to lower the costs of everyday needs like health care, housing, and groceries.",kamalaharris.com,,,HARRIS FOR PRESIDENT,76.65232695
Kamala Harris,394000,5147.5,Nevada,Donald Trump is only fighting for himself and his billionaire friends. Vice President Harris is fighting for the middle class.,kamalaharris.com,,,HARRIS FOR PRESIDENT,76.54201068
Kamala Harris,19000,249.5,Nevada,"Before she was vice president, Kamala Harris was a prosecutor who stood up for women and children. As attorney general, she took on the big banks.",kamalaharris.com,,VP Harris Fights for the People,HARRIS FOR PRESIDENT,76.15230461
Kamala Harris,15000,198,Nevada,"Donald Trump is unchecked, unhinged, and unstable. We’re not going back.",kamalaharris.com,,Let’s turn the page,HARRIS FOR PRESIDENT,75.75757576
Kamala Harris,279499.5,3699,Nevada,Kamala Harris will hold greedy corporations accountable for raising costs and hurting the middle class.,kamalaharris.com,,Harris will take on bad actors,HARRIS FOR PRESIDENT,75.56082725
Kamala Harris,15000,200,Nevada,"As President, we can count on Kamala Harris to continue fighting for middle class families, just like she has her entire career.",kamalaharris.com,,,HARRIS FOR PRESIDENT,75
Kamala Harris,401000,5349.5,Nevada,It’s true: Trump’s Project 2025 agenda would ban abortion nationwide and give Trump unchecked power.,kamalaharris.com,,,HARRIS FOR PRESIDENT,74.96027666
Kamala Harris,304000,4099,Nevada,"Vice President Harris and Governor Walz both come from the middle class, and they’re focused on making life better for the middle class. Donald Trump is focused on tax handouts for his billionaire friends and raising costs on hard working families.",kamalaharris.com,,Listen to Governor Walz,HARRIS FOR PRESIDENT,74.16443035
Kamala Harris,126000,1700,Nevada,"Vice President Harris and Governor Walz both come from the middle class, and they’re focused on making life better for the middle class. Donald Trump is focused on tax handouts for his billionaire friends and raising costs on hard working families.",kamalaharris.com,,,HARRIS FOR PRESIDENT,74.11764706
Kamala Harris,11000,148.5,Nevada,Trump’s Project 2025 agenda would ban abortion nationwide and punish women and their doctors.,kamalaharris.com,,Trump wants to punish women,HARRIS FOR PRESIDENT,74.07407407
Kamala Harris,159000,2149.5,Nevada,"My running mate, Tim Walz, said it perfectly: “We trust women. We trust doctors.”",kamalaharris.com,,,HARRIS FOR PRESIDENT,73.97069086
Kamala Harris,127999,1740.5,Nevada,"For years, Donald Trump has done nothing but incite hate and violence. Vice President Harris is combating the hate head-on and fighting to protect our communities.",kamalaharris.com,,Trump’s hate must be defeated,HARRIS FOR PRESIDENT,73.54151106
Kamala Harris,158000,2149.5,Nevada,"Trump’s Project 2025 agenda would give him complete, total power.",kamalaharris.com,,We must defeat Project 2025,HARRIS FOR PRESIDENT,73.50546639
Kamala Harris,815000,11100,Nevada,It’s true: Trump’s Project 2025 agenda would ban abortion nationwide and give Trump unchecked power.,kamalaharris.com,,Trump wants total control,HARRIS FOR PRESIDENT,73.42342342
Kamala Harris,767000,10499,Nevada,"Former Trump staffers know exactly what will happen if Trump is reelected: he’ll enact his extreme, Project 2025 agenda. We can’t let that happen.",kamalaharris.com,,Former Trump Staffers: Kamala Harris has our vote,HARRIS FOR PRESIDENT,73.05457663
Kamala Harris,35999,499,Nevada,,voyavotar.com,,,HARRIS FOR PRESIDENT,72.14228457
Kamala Harris,115000,1600,Nevada,"Kamala Harris will create jobs, grow our economy, and lower costs.",kamalaharris.com,,Fighting For the People,HARRIS FOR PRESIDENT,71.875
Kamala Harris,1400000,19500,Nevada,"Trump’s Project 2025 agenda would “increase the price of everyday necessities, making it difficult for AA/PI working families to meet their basic needs.”",stopaapihate.org,"From the deportation of immigrants to the full-scale attack on our civil rights, here’s a rundown Project 2025 and why it is so dangerous for AA/PI communities.",Project 2025: An Existential Threat to Asian Americans & Pacific Islanders,HARRIS FOR PRESIDENT,71.79487179
Kamala Harris,312000,4349.5,Nevada,"Families are working hard to make ends meet, while large corporations have been raking in record profits. That’s why Kamala Harris has a plan to go after bad actors who rip off consumers and bring down costs.",kamalaharris.com,,Kamala Harris will lower costs,HARRIS FOR PRESIDENT,71.73238303
Kamala Harris,250000,3500,Nevada,"As President, Kamala Harris will work to lower the cost of food and housing – because you work hard for your paycheck, and you should get to keep more of it.",kamalaharris.com,,,HARRIS FOR PRESIDENT,71.42857143
Kamala Harris,226000,3199,Nevada,A former Trump staffer and Homeland Security expert knows the truth: Kamala Harris’ plan will strengthen our border and put our country first.,kamalaharris.com,,,HARRIS FOR PRESIDENT,70.64707721
Kamala Harris,505000,7149.5,Nevada,"Your vote is more important than ever. Together, we can defeat Project 2025.",iwillvote.com,Be a voter. Find everything you need to vote in your state's next election.,Vote Against Project 2025,HARRIS FOR PRESIDENT,70.63431009
Kamala Harris,187000,2649.5,Nevada,Vice President Harris knows firsthand what it's like to grow up in a middle class family. That's why she's fighting to lower costs and build up our middle class.,kamalaharris.com,,Kamala Harris is fighting for you,HARRIS FOR PRESIDENT,70.5793546
Kamala Harris,17499.5,248.5,Nevada,There’s no question: Kamala Harris is the only candidate who fights for you.,kamalaharris.com,,Kamala Harris is fighting for you,HARRIS FOR PRESIDENT,70.42052314
Kamala Harris,945000,13449.5,Nevada,Donald Trump is only fighting for himself and his billionaire friends. Vice President Harris is fighting for the middle class.,kamalaharris.com,,Trump is out for himself,HARRIS FOR PRESIDENT,70.26283505
Kamala Harris,154000,2198,Nevada,"Kamala Harris grew up in a middle class home, the daughter of a working mom. We can count on her to fight for the middle class every day.",kamalaharris.com,,,HARRIS FOR PRESIDENT,70.06369427
Kamala Harris,98000,1399,Nevada,Trump wants to end the Affordable Care Act and has NO plan to replace it.,kamalaharris.com,,Trump has no plan,HARRIS FOR PRESIDENT,70.05003574
Kamala Harris,70000,1000,Nevada,"Big Pharma has Trump in their pocket, and they want to jack up the prices of lifesaving medications. Kamala Harris will take on Big Pharma and make them lower costs.",kamalaharris.com,,,HARRIS FOR PRESIDENT,70
Kamala Harris,69496.5,994,Nevada,"Your vote is your voice in this election, and it’s critical that you make your plan to vote now.",iwillvote.com,,,HARRIS FOR PRESIDENT,69.91599598
Kamala Harris,205991,2984,Nevada,We need you in this fight. We can turn the page on Donald Trump - together. Now let’s go out there and vote.,iwillvote.com,,,HARRIS FOR PRESIDENT,69.03183646
Kamala Harris,182499.5,2648.5,Nevada,Don’t be one of those people. Get out there and vote.,iwillvote.com,,,HARRIS FOR PRESIDENT,68.90673966
Kamala Harris,17000,247.5,Nevada,Trump’s Project 2025 agenda makes it clear – he will ban abortion nationwide.,kamalaharris.com,,Reproductive freedom is on the ballot,HARRIS FOR PRESIDENT,68.68686869
Kamala Harris,40999,598,Nevada,"As President, Kamala Harris will cut taxes for the middle class. Donald Trump would give tax handouts to the ultra-wealthy, while leaving middle-class families to foot the bill.",kamalaharris.com,,Kamala Harris will fight for you,HARRIS FOR PRESIDENT,68.56020067
Kamala Harris,180998,2646.5,Nevada,"Your vote is your voice in this election, and it’s critical that you make your plan to vote now.",iwillvote.com,,Election Day is November 5,HARRIS FOR PRESIDENT,68.39146042
Kamala Harris,176499.5,2592,Nevada,Donald Trump’s racist rhetoric drove an increase in anti-Asian violence. He doesn’t care about us. That’s why we must defeat him at the ballot box in November.,kamalaharris.com,,Trump’s hate puts us at risk,HARRIS FOR PRESIDENT,68.0939429
Kamala Harris,95000,1400,Nevada,J.D. Vance wants to ban abortion nationwide. See for yourself →,kamalaharris.com,,Hear his own words,HARRIS FOR PRESIDENT,67.85714286
Kamala Harris,1710000,25200,Nevada,"Kamala Harris was raised by a working mom in a middle class household. She is fighting for a future where every person has the opportunity not just to get by, but to get ahead.",kamalaharris.com,,,HARRIS FOR PRESIDENT,67.85714286
Kamala Harris,61000,900,Nevada,"Kamala Harris is fearless – she prosecuted criminals and transnational gangs in the Attorney General’s office. Now, she’s ready to keep fighting for the people.",kamalaharris.com,,,HARRIS FOR PRESIDENT,67.77777778
Kamala Harris,175000,2600,Nevada,"Donald Trump is out for himself. He doesn’t care about middle class families. Vice President Harris is working to ensure everyone has the opportunity not just to get by, but to get ahead.",kamalaharris.com,,,HARRIS FOR PRESIDENT,67.30769231
Kamala Harris,10000,149.5,Nevada,,kamalaharris.com,,Restore Reproductive Freedom Nationwide,HARRIS FOR PRESIDENT,66.88963211
Kamala Harris,237000,3549.5,Nevada,"Donald Trump’s comment about “Black jobs” is yet another example of how he continues to spread lies and racist rhetoric to divide us for his own gain.
We can’t let him win in November.,Donald Trump’s comment about “Black jobs” is yet another example of how he continues to spread lies and racist rhetoric to divide us for his own gain.
We can’t let him win in November.",kamalaharris.com,,"What even is a “Black job?”,What even is a “Black job?”",HARRIS FOR PRESIDENT,66.7699676
Kamala Harris,20000,300,Nevada,Donald Trump appointed the Supreme Court Justices who overturned Roe. As a result more than 20 states now have cruel Trump abortion bans in effect. Your right to reproductive freedom shouldn’t depend on where you live.,kamalaharris.com,,,HARRIS FOR PRESIDENT,66.66666667
Kamala Harris,400000,6000,Nevada,Kamala Harris will bring us together. She knows America needs a President that’s focused on our needs.,kamalaharris.com,,America does not need division,HARRIS FOR PRESIDENT,66.66666667
Kamala Harris,289000,4349.5,Nevada,"While Donald Trump is fighting for the ultra-rich, Kamala Harris is fighting for the middle class.",kamalaharris.com,,Trump’s priorities are clear,HARRIS FOR PRESIDENT,66.4444189
Kamala Harris,26723417.5,404160,Nevada,,kamalaharris.com,,,HARRIS FOR PRESIDENT,66.12088653
Kamala Harris,275000,4200,Nevada,,kamalaharris.com,,Protecting the Affordable Care Act,HARRIS FOR PRESIDENT,65.47619048
Kamala Harris,49000,749.5,Nevada,"As president, Trump would repeal the Affordable Care Act, leaving millions of Black Americans without health insurance.",kamalaharris.com,,,HARRIS FOR PRESIDENT,65.37691795
Kamala Harris,199994,3087,Nevada,We need you in this fight. We can turn the page on Donald Trump - together. Now let’s go out there and vote.,iwillvote.com,,"When we fight, we win",HARRIS FOR PRESIDENT,64.78587626
Kamala Harris,1775000,27400,Nevada,Project 2025 is a 900-page how-to manual to help Donald Trump rip away our freedoms and hurt the middle class.,kamalaharris.com,,Trump’s extreme Project 2025 agenda,HARRIS FOR PRESIDENT,64.7810219
Kamala Harris,89995,1393,Nevada,"Donald Trump thinks he can get away with his Project 2025 agenda, but the power is with us. We are going to vote and win!",iwillvote.com,,,HARRIS FOR PRESIDENT,64.6051687
Kamala Harris,29000,449.5,Nevada,Nobody should have to go to jail for smoking weed. Kamala Harris will legalize marijuana and end the over-incarceration for minor marijuana charges.,kamalaharris.com,,,HARRIS FOR PRESIDENT,64.51612903
Kamala Harris,48000,748.5,Nevada,Donald Trump only ever fights for himself. Kamala Harris always fights for the people.,kamalaharris.com,,Let’s turn the page on Trump,HARRIS FOR PRESIDENT,64.12825651
Kamala Harris,1125000,17800,Nevada,"Trump is determined to end the Affordable Care Act, which would rip away health care from millions of Americans. That would be catastrophic for our communities.",kamalaharris.com,,Trump wants to end the ACA,HARRIS FOR PRESIDENT,63.20224719
Kamala Harris,347000,5499,Nevada,"Kamala Harris grew up in a middle class home, the daughter of a working mom. We can count on her to fight for the middle class every day.",kamalaharris.com,,Trump is out for himself,HARRIS FOR PRESIDENT,63.10238225
Kamala Harris,175000,2800,Nevada,Kamala Harris will crack down on corporations that illegally raise the price of food and groceries to pad their profits at your expense.,kamalaharris.com,,,HARRIS FOR PRESIDENT,62.5
Kamala Harris,50000,800,Nevada,Kamala Harris will not take a single voter for granted – she’s working every day to earn the vote.,kamalaharris.com,,,HARRIS FOR PRESIDENT,62.5
Kamala Harris,515000,8300,Nevada,Kamala Harris will crack down on corporations that illegally raise the price of food and groceries to pad their profits at your expense.,kamalaharris.com,,Kamala Harris will crack down on price gouging for food,HARRIS FOR PRESIDENT,62.04819277
Kamala Harris,42999,695,Nevada,Donald Trump bragged about overturning Roe v. Wade and said there should be “some form of punishment” for women who have an abortion.,kamalaharris.com,,,HARRIS FOR PRESIDENT,61.86906475
Kamala Harris,268497.5,4340.5,Nevada,"If elected, Trump will ban abortion nationwide. Your vote can defeat him.",iwillvote.com,Be a voter. Find everything you need to vote in your state's next election.,Vote For Reproductive Freedom,HARRIS FOR PRESIDENT,61.85865684
Kamala Harris,1850498.5,30145.5,Nevada,"Kamala Harris was raised by a working mom in a middle class household. She is fighting for a future where every person has the opportunity not just to get by, but to get ahead.",kamalaharris.com,,VP Harris is fighting for us,HARRIS FOR PRESIDENT,61.38556335
Kamala Harris,46000,749.5,Nevada,,kamalaharris.com,,VP Harris protects our health care,HARRIS FOR PRESIDENT,61.3742495
Kamala Harris,700000,11500,Nevada,Kamala Harris fights for working Americans and the middle class. Trump just wants to give tax handouts to billionaires.,kamalaharris.com,,,HARRIS FOR PRESIDENT,60.86956522
Kamala Harris,3000,49.5,Nevada,"As president, we can always count on Kamala Harris to fight for middle class families – just like she has her entire career.",www.kamalaharris.com,,,HARRIS FOR PRESIDENT,60.60606061
Kamala Harris,3000,49.5,Nevada,"Nobody should have to go to jail for smoking weed. As president, Kamala Harris will legalize marijuana nationwide.",kamalaharris.com,,,HARRIS FOR PRESIDENT,60.60606061
Kamala Harris,3000,49.5,Nevada,This grandma supports Kamala Harris 🗳️,kamalaharris.com,,Protect Reproductive Freedom. Vote Harris-Walz.,HARRIS FOR PRESIDENT,60.60606061
Kamala Harris,6000,99,Nevada,"Trump’s economic plan includes a 20% tax on everyday basic necessities that will cost the average family nearly $4,000 more a year. Vice President Harris’ plan will cut taxes for the middle class.",kamalaharris.com,,Trump will increase costs,HARRIS FOR PRESIDENT,60.60606061
Kamala Harris,1035000,17100,Nevada,Donald Trump doesn't care about middle class families. Kamala Harris is fighting to lower costs and build up our middle class.,kamalaharris.com,,Trump is out for himself,HARRIS FOR PRESIDENT,60.52631579
Kamala Harris,1085000,17949.5,Nevada,,kamalaharris.com,"BUILD AN OPPORTUNITY ECONOMY AND LOWER COSTS FOR FAMILIES Vice President Harris grew up in a middle class home as the daughter of a working mom. She believes that when the middle class is strong, America is strong. That’s why as President, Kamala Harris will create an Opportunity Economy where eve...",Issues - Kamala Harris for President: Official Campaign Website,HARRIS FOR PRESIDENT,60.44736622
Kamala Harris,283000,4700,Nevada,"Donald Trump’s “Black jobs” comments are just more proof that he doesn’t care about communities of color. He only cares about himself.,Donald Trump’s “Black jobs” comments are just more proof that he doesn’t care about communities of color. He only cares about himself.",kamalaharris.com,,"Trump doesn’t care about communities of color,Trump doesn’t care about communities of color",HARRIS FOR PRESIDENT,60.21276596
Kamala Harris,9000,149.5,Nevada,"Donald Trump: concepts of a plan, aren’t a plan. 
Donald Trump wants to end the ACA if he’s elected to a second term. And let’s be clear: he has no plan to ensure Americans can still access affordable health care.",kamalaharris.com,,,HARRIS FOR PRESIDENT,60.2006689
Kamala Harris,183000,3048.5,Nevada,Esta es nuestra oportunidad de defender nuestra democracia. Vota por Harris-Walz el 5 de noviembre.,kamalaharris.com,,Tenemos que defender nuestra democracia,HARRIS FOR PRESIDENT,60.02952272
Kamala Harris,300000,5000,Nevada,"As President, Kamala Harris will work to lower the cost of food and housing – because you work hard for your paycheck, and you should get to keep more of it.",kamalaharris.com,,Kamala Harris will lower costs,HARRIS FOR PRESIDENT,60
Kamala Harris,44497.5,742.5,Nevada,It’s time to get off the sidelines. Get out there and vote.,iwillvote.com,,,HARRIS FOR PRESIDENT,59.92929293
Kamala Harris,193999,3246.5,Nevada,,kamalaharris.com,,Trump threatens affordable health care,HARRIS FOR PRESIDENT,59.756353
Kamala Harris,553000,9300,Nevada,The future of our nation depends on YOU.,kamalaharris.com,,A Brighter Future,HARRIS FOR PRESIDENT,59.46236559
Kamala Harris,190000,3199,Nevada,"Donald Trump’s economic plan prioritizes billionaires and big corporations. Kamala Harris’ economic plan will give new small businesses up to $50,000 in tax breaks.",kamalaharris.com,"BUILD AN OPPORTUNITY ECONOMY AND LOWER COSTS FOR FAMILIES Vice President Harris grew up in a middle class home as the daughter of a working mom. She believes that when the middle class is strong, America is strong. That’s why as President, Kamala Harris will create an Opportunity Economy where eve...",VP Harris’ plan for small business,HARRIS FOR PRESIDENT,59.39356049
Kamala Harris,652999,10998,Nevada,This is what Donald Trump is plotting for his second term. Read all about it in Project 2025.,kamalaharris.com,,Stop Project 2025,HARRIS FOR PRESIDENT,59.37434079
Kamala Harris,165000,2800,Nevada,"Donald Trump said he would repeal the Affordable Care Act, which would kick millions of Americans off their insurance plans and drive up health care costs.",kamalaharris.com,,,HARRIS FOR PRESIDENT,58.92857143
Kamala Harris,170000,2900,Nevada,"Trump has tried time and time again to get rid of or weaken the Affordable Care Act. It’s time to preserve progress, not undo it.",kamalaharris.com,,Trump will get rid of the ACA,HARRIS FOR PRESIDENT,58.62068966
Kamala Harris,70000,1200,Nevada,Fact check: True ✅ Vice President Harris will work to lower costs for the American people starting on day one.,kamalaharris.com,,VP Harris will lower costs,HARRIS FOR PRESIDENT,58.33333333
Kamala Harris,35000,600,Nevada,Trump wants to cut Social Security and Medicare and eliminate the Affordable Care Act. We can’t let that happen.,kamalaharris.com,,"America, we are not going back.",HARRIS FOR PRESIDENT,58.33333333
Kamala Harris,109999,1898,Nevada,"Do you want tax cuts for working families, a plan to lower the cost of housing, and a crackdown on corporate price gouging? Then you’re going to like Kamala Harris’s plans.",kamalaharris.com,,Kamala Harris’s Plan to Lower Costs,HARRIS FOR PRESIDENT,57.95521602
Kamala Harris,200000,3500,Nevada,Kamala Harris will bring us together. She knows America needs a President that’s focused on our needs.,kamalaharris.com,,,HARRIS FOR PRESIDENT,57.14285714
Kamala Harris,354499.5,6247.5,Nevada,"Kamala Harris will increase the supply of affordable housing and provide $25,000 to ease the burden for first-time homebuyers.",kamalaharris.com,,Kamala Harris Is Fighting For Homeowners,HARRIS FOR PRESIDENT,56.74261705
Kamala Harris,169999,2999,Nevada,"Do you want tax cuts for working families, a plan to lower the cost of housing, and a crackdown on corporate price gouging? Then you’re going to like Kamala Harris’s plans.",kamalaharris.com,,Making life more affordable,HARRIS FOR PRESIDENT,56.68522841
Kamala Harris,67499.5,1199,Nevada,Kamala Harris is charting a New Way Forward! Vote Harris-Walz by Nov 5.,iwillvote.com,,Elect Harris-Walz,HARRIS FOR PRESIDENT,56.29649708
Kamala Harris,1338999,23848.5,Nevada,Trump will raise the costs of groceries and other essentials and make us pay the price.,kamalaharris.com,,Call it what it is: a Trump Tax,HARRIS FOR PRESIDENT,56.14604692
Kamala Harris,56000,998,Nevada,Donald Trump should not be telling any woman what to do with her body.,kamalaharris.com,,,HARRIS FOR PRESIDENT,56.11222445
Kamala Harris,280000,5000,Nevada,"Donald Trump is out for himself. He doesn’t care about middle class families. Vice President Harris is working to ensure everyone has the opportunity not just to get by, but to get ahead.",kamalaharris.com,,Trump is out for himself,HARRIS FOR PRESIDENT,56
Kamala Harris,190000,3400,Nevada,Kamala Harris will not take a single voter for granted – she’s working every day to earn the vote.,kamalaharris.com,,Kamala Harris is working to earn everyone’s vote,HARRIS FOR PRESIDENT,55.88235294
Kamala Harris,11000,198,Nevada,"Trump brags about overturning Roe v. Wade, and now, he intends to ban abortion nationwide.",kamalaharris.com,,,HARRIS FOR PRESIDENT,55.55555556
Kamala Harris,970999,17547.5,Nevada,"This is the Trump Handbook for a second term: ban abortion nationwide, rip away affordable health care, eliminate the Department of Education, and much, much more.",kamalaharris.com,,Stop Project 2025,HARRIS FOR PRESIDENT,55.33546089
Kamala Harris,16499.5,299,Nevada,Magic Johnson knows what it takes to win. Put in the work and make a plan to vote!,iwillvote.com,,,HARRIS FOR PRESIDENT,55.18227425
Kamala Harris,2404499.5,43749.5,Nevada,Vice President Harris knows firsthand what it’s like to grow up in a middle class family. That’s why she’s fighting to lower costs and build up our middle class.,kamalaharris.com,,Kamala Harris is fighting for you,HARRIS FOR PRESIDENT,54.96061669
Kamala Harris,1353497.5,24644.5,Nevada,Kamala Harris will tackle powerful interests head on to bring down grocery bills for hard working families.,kamalaharris.com,,Kamala Harris will crack down on price gouging for food,HARRIS FOR PRESIDENT,54.92087484
Kamala Harris,1587999,29190,Nevada,"La vicepresidenta Kamala Harris siempre ha luchado por defender a nuestras comunidades – ya sea, encarcelando a criminales, enfrentado a los bancos, o protegiendo los derechos reproductivos. Nunca parará de luchar para asegurarse que todos podamos tener la oportunidad de tener éxito.",kamalaharris.com,,VP Harris lucha por nosotros,HARRIS FOR PRESIDENT,54.40215827
Kamala Harris,307000,5649.5,Nevada,Vice President Harris is fighting for reproductive freedom.,kamalaharris.com,,America deserves a brighter future,HARRIS FOR PRESIDENT,54.34109213
Kamala Harris,277000,5100,Nevada,"Donald Trump was found guilty of 34 felonies by an independent jury of his peers. We need a president who upholds the rule of law, not one who breaks it for his own gain.,Donald Trump was found guilty of 34 felonies by an independent jury of his peers. We need a president who upholds the rule of law, not one who breaks it for his own gain.",kamalaharris.com,,"Trump isn’t fighting for you. He’s only fighting for himself.,Trump isn’t fighting for you. He’s only fighting for himself.",HARRIS FOR PRESIDENT,54.31372549
Kamala Harris,135000,2500,Nevada,Kamala Harris will be a president who unites us and always believes in the American people.,kamalaharris.com,,,HARRIS FOR PRESIDENT,54
Kamala Harris,8000,148.5,Nevada,"During Trump’s presidency, he gave handouts to his billionaire friends, tried to rip away the Affordable Care Act, and appointed the Supreme Court justices that overturned Roe v. Wade. 
We can’t afford four more years of Trump.",kamalaharris.com,,We’re not going back,HARRIS FOR PRESIDENT,53.87205387
Kamala Harris,8000,148.5,Nevada,"Trump’s Project 2025 agenda threatens not only a woman’s right to abortion nationwide, but also her right to access birth control and IVF options. 
Now more than ever, we need to show up and protect reproductive freedom.",kamalaharris.com,,Trump won’t stop at abortion bans,HARRIS FOR PRESIDENT,53.87205387
Kamala Harris,75000,1400,Nevada,,kamalaharris.com,,Trump Ripped Away Reproductive Freedom,HARRIS FOR PRESIDENT,53.57142857
Kamala Harris,1175000,22000,Nevada,Kamala Harris fights for working Americans and the middle class. Trump just wants to give tax handouts to billionaires.,kamalaharris.com,,Two visions for our future,HARRIS FOR PRESIDENT,53.40909091
Kamala Harris,72000,1349.5,Nevada,"During the debate, Governor Walz shared the story of Amber Thurman – a young woman from Georgia who tragically died because she was unable to get the care she needed due to a Trump abortion ban in her state. This is unacceptable.",kamalaharris.com,,,HARRIS FOR PRESIDENT,53.35309374
Kamala Harris,948999,17798,Nevada,This is what Donald Trump is plotting for his second term. Read all about it in Project 2025.,kamalaharris.com,,Trump’s Project 2025,HARRIS FOR PRESIDENT,53.32054163
Kamala Harris,822498.5,15493,Nevada,"Every single vote matters in this important election. In Nevada, you can cast your vote before Election Day! Early voting is the best way to lock in your ballot – click here to find your early voting location:",iwillvote.com,Be a voter. Find everything you need to vote in your state's next election.,I Will Vote,HARRIS FOR PRESIDENT,53.08839476
Kamala Harris,433999,8243.5,Nevada,"Kamala Harris has always been a fearless fighter for the people:
✔️ Put murderers and abusers behind bars when she was a prosecutor
✔️ Won $20 billion for American homeowners when she took on big banks as CA Attorney General
✔️ Capped the cost of insulin to $35 for seniors when she stood up to Big Pharma as Vice President",kamalaharris.com,,We are not going back,HARRIS FOR PRESIDENT,52.64741918
